date,treatment,time,dayofyr,drain,aglivc,stdedc,strucc.2.,metabc.2.,som1c.2.,som2c.2.,som3c,BIO_measured,SOM_measured,BIO_model,SOM_model
2017-07-18,NHAF,2017,199,0,3.6436,21.5849,1464.7976,225.1157,705.2648,2842.3743,4697.4595,102.9304709,,25.2285,9935.0119
2017-07-21,NHAF,2017,202,0,3.5592,21.3571,1465.618,227.0983,705.2589,2842.3748,4697.458,88.38020148,,24.9163,9937.808
2017-07-23,NHAF,2017,204,0,3.5039,21.2061,1466.1665,228.4216,705.2561,2842.3752,4697.457,85.29484378,,24.71,9939.6764
2017-07-26,NHAF,2017,207,0,3.4225,20.9807,1466.9878,230.3987,705.2538,2842.376,4697.4556,65.33582554,,24.4032,9942.4719
2017-07-28,NHAF,2017,209,0,3.3693,20.8313,1467.527,231.6969,705.2535,2842.3762,4697.4546,83.20251372,,24.2006,9944.3082
2017-07-31,NHAF,2017,212,0,3.2909,20.6084,1468.3389,233.6476,705.2547,2842.3772,4697.4531,42.34699053,,23.8993,9947.0715
2017-08-02,NHAF,2017,214,0,3.2396,20.4606,1468.8774,234.9399,705.2567,2842.3779,4697.4521,29.39862496,,23.7002,9948.904
2017-08-05,NHAF,2017,217,0,3.1641,20.2402,1469.6732,236.8486,705.2614,2842.3789,4697.4507,74.53206682,,23.4043,9951.6128
2017-08-10,NHAF,2017,222,0,3.0421,19.876,1471.0035,240.031,705.2737,2842.3806,4697.4482,85.29484378,,22.9181,9956.137
2017-08-12,NHAF,2017,224,0,2.9945,19.7316,1471.5345,241.2991,705.2802,2842.3811,4697.4473,87.35870587,,22.7261,9957.9422
2017-08-15,NHAF,2017,227,0,2.9246,19.5161,1472.3038,243.1363,705.2924,2842.3811,4697.4443,88.38020148,,22.4407,9960.5579
2017-08-20,NHAF,2017,232,0,2.8705,19.1018,1472.329,243.4881,705.4006,2842.3892,4697.4302,105.6802415,,21.9723,9961.0371
2017-08-22,NHAF,2017,234,0,2.8647,18.9231,1472.4397,243.8504,705.437,2842.3921,4697.4253,85.29484378,,21.7878,9961.5445
2017-08-27,NHAF,2017,239,0,2.7806,18.5532,1473.5901,246.635,705.4766,2842.3953,4697.4194,88.38020148,,21.3338,9965.5164
2017-08-30,NHAF,2017,242,0,2.7163,18.3491,1474.4318,248.6231,705.4915,2842.3965,4697.4175,110.1552423,,21.0654,9968.3604
2017-09-01,NHAF,2017,244,0,2.6736,18.2116,1474.9918,249.9316,705.5032,2842.3975,4697.4165,94.36880248,,20.8852,9970.2406
2017-09-06,NHAF,2017,249,0,8.73,17.9357,1476.355,253.0497,705.54,2842.3999,4697.4131,93.38697689,,26.6657,9974.7577
2017-09-09,NHAF,2017,252,0,15.5356,17.9346,1477.121,254.6951,705.5728,2842.4016,4697.4111,84.25228624,,33.4702,9977.2016
2017-09-11,NHAF,2017,254,0,19.998,18.0279,1477.6462,255.7514,705.5993,2842.4026,4697.4087,94.36880248,,38.0259,9978.8082
2017-09-14,NHAF,2017,257,0,27.2485,18.3125,1478.506,257.3153,705.6452,2842.405,4697.4058,98.23376376,,45.561,9981.2773
2017-09-16,NHAF,2017,259,0,31.4492,18.6006,1479.1433,258.3592,705.6794,2842.4063,4697.4038,85.29484378,,50.0498,9982.992
2017-09-19,NHAF,2017,262,0,34.3488,19.1445,1480.1415,259.899,705.7308,2842.4089,4697.4009,115.3566041,,53.4933,9985.5811
2017-09-21,NHAF,2017,264,0,37.7187,19.5451,1480.8081,260.9168,705.7626,2842.4104,4697.3979,93.38697689,,57.2638,9987.2958
2017-09-26,NHAF,2017,269,0,47.0008,20.1351,1480.5742,259.1842,706.145,2842.4343,4697.376,16.88088511,,67.1359,9985.7137
2017-10-01,NHAF,2017,274,0,52.5906,21.1242,1481.2697,260,706.3439,2842.4485,4697.3633,30.89313482,,73.7148,9987.4254
2017-10-04,NHAF,2017,277,0,56.8791,21.9465,1481.9442,260.9946,706.4291,2842.4561,4697.3579,155.547853,,78.8256,9989.1819
2017-10-06,NHAF,2017,279,0,59.8425,21.9809,1481.6958,260.0222,706.598,2842.4702,4697.3477,179.676619,,81.8234,9988.1339
2017-10-09,NHAF,2017,282,0,65.8082,21.6878,1480.9098,257.8483,706.8826,2842.2732,4697.3301,150.9004845,,87.496,9985.244
2017-10-11,NHAF,2017,284,0,68.3582,21.4961,1480.3608,256.3979,707.0618,2842.2192,4697.3179,189.9190129,,89.8543,9983.3576
2017-10-19,NHAF,2017,292,0,83.6332,21.4856,1478.9749,252.7241,707.5826,2842.0857,4697.2778,208.9971629,,105.1188,9978.6451
2017-10-24,NHAF,2017,297,0,90.7422,23.5154,1479.7648,253.6708,707.7267,2842.0974,4697.2661,32.37306386,,114.2576,9980.5258
2017-10-29,NHAF,2017,302,0,95.8189,24.7899,1479.8959,252.9436,707.9623,2842.1277,4697.2466,249.5011412,,120.6088,9980.1761
2017-10-31,NHAF,2017,304,0,100.5285,24.6204,1479.4532,251.7681,708.0918,2842.1448,4697.2363,234.3378516,,125.1489,9978.6942
2017-11-03,NHAF,2017,307,0,107.2053,25.1415,1479.1603,250.8898,708.244,2842.1663,4697.2217,244.1277982,,132.3468,9977.6821
2017-11-05,NHAF,2017,309,0,109.8402,26.2773,1479.5226,251.3887,708.2978,2842.1746,4697.2163,237.0363742,,136.1175,9978.6
2017-11-10,NHAF,2017,314,0,112.2247,29.8927,1481.1023,253.6445,708.3902,2842.1895,4697.2075,146.1062224,,142.1174,9982.534
2017-11-13,NHAF,2017,317,0,113.878,32.2552,1482.2123,255.2128,708.4318,2842.1948,4697.2046,198.5315291,,146.1332,9985.2563
2017-11-18,NHAF,2017,322,0,118.7044,33.3197,1482.0815,253.5813,708.736,2842.0762,4697.1812,270.1960256,,152.0241,9983.6562
2017-11-20,NHAF,2017,324,0,124.1346,33.0784,1481.5819,252.2478,708.8788,2842.0918,4697.1694,158.1409337,,157.213,9981.9697
2017-11-28,NHAF,2017,332,0,143.0595,32.6783,1479.5912,247.1729,709.362,2842.1699,4697.1211,283.138808,,175.7378,9975.4171
2017-11-30,NHAF,2017,334,0,149.3508,32.3975,1479.0446,245.8817,709.4599,2842.1809,4697.1084,251.2507745,,181.7483,9973.6755
2017-12-13,NHAF,2017,347,0,176.6388,37.2372,1475.4944,237.9464,709.8672,2842.2532,4697.0303,296.1025521,,213.876,9962.5915
2017-12-25,NHAF,2017,359,0,204.0031,43.4629,1472.6145,231.4751,709.9259,2842.1675,4696.9551,296.1025521,,247.466,9953.1381
2017-12-28,NHAF,2017,362,0,210.5163,44.8981,1471.765,229.6574,709.8923,2842.0322,4696.9351,304.4130456,,255.4144,9950.282
2017-12-30,NHAF,2017,364,0,215.7278,45.8519,1471.1813,228.4384,709.8577,2842.0588,4696.9214,301.1933495,,261.5797,9948.4576
2018-01-04,NHAF,2018,4,0,219.0803,48.8531,1469.8337,225.8828,709.7366,2841.939,4696.8892,302.1913236,,267.9334,9944.2813
2018-01-07,NHAF,2018,7,0,220.4153,51.8455,1469.5052,225.2707,709.6641,2841.9641,4696.874,308.5228681,,272.2608,9943.2781
2018-01-12,NHAF,2018,12,0,222.4112,55.3713,1468.4587,223.1274,709.4995,2842.0181,4696.8423,305.6334184,,277.7825,9939.946
2018-01-14,NHAF,2018,14,0,224.1415,56.5315,1467.9738,222.1772,709.4189,2842.0378,4696.8291,303.922134,,280.673,9938.4368
2018-01-17,NHAF,2018,17,0,225.5372,58.9712,1467.4689,221.132,709.2953,2842.0679,4696.812,305.8763192,,284.5084,9936.7761
2018-01-19,NHAF,2018,19,0,226.9248,60.417,1467.0807,220.3454,709.2036,2842.0867,4696.7988,304.9023735,,287.3418,9935.5152
2018-01-22,NHAF,2018,22,0,228.4124,62.6342,1466.5094,219.161,709.0543,2842.1174,4696.7793,253.3240395,,291.0466,9933.6214
2018-01-24,NHAF,2018,24,0,229.9579,63.5184,1465.921,218.0215,708.9328,2842.1401,4696.7646,259.3790505,,293.4763,9931.78
2018-01-27,NHAF,2018,27,0,232.338,64.8688,1465.0485,216.3638,708.7338,2841.9836,4696.7432,317.7752187,,297.2068,9928.8729
2018-02-01,NHAF,2018,32,0,235.5853,67.1512,1463.5515,213.7662,708.3574,2842.0427,4696.707,319.3379119,,302.7365,9924.4248
2018-02-06,NHAF,2018,37,0.4983,239.3223,69.667,1461.8802,211.2768,707.9029,2841.894,4696.6689,314.6006913,,308.9893,9919.6228
2018-02-16,NHAF,2018,47,1.2464,246.4046,74.6897,1458.7529,206.1915,706.8105,2841.5872,4696.5894,296.8771488,,321.0943,9909.9315
2018-02-18,NHAF,2018,49,0.6988,247.7297,75.6857,1458.1725,205.2321,706.5703,2841.4023,4696.5737,311.8257689,,323.4154,9907.9509
2018-02-23,NHAF,2018,54,0.1175,251.2019,78.1815,1456.7229,202.8667,705.9293,2841.4468,4696.5347,312.7563947,,329.3834,9903.5004
2018-02-28,NHAF,2018,59,0.2971,253.1714,80.7303,1455.3253,200.6859,705.2498,2841.2466,4696.4951,308.0450991,,333.9017,9899.0027
2018-03-03,NHAF,2018,62,0.1019,254.7774,82.176,1454.5475,199.688,704.8745,2841.2598,4696.4746,311.1240336,,336.9534,9896.8444
2018-03-05,NHAF,2018,64,0.0499,255.8156,83.0785,1454.0178,198.9774,704.6127,2841.269,4696.46,295.8434718,,338.8941,9895.3369
2018-03-20,NHAF,2018,79,0.1931,258.2997,91.0525,1450.76,194.8493,702.6415,2841.134,4696.3584,305.390128,,349.3522,9885.7432
2018-03-28,NHAF,2018,87,0.7211,258.6855,94.323,1449.006,192.8358,701.553,2840.9788,4696.3066,310.6544,,353.0085,9880.6802
2018-04-07,NHAF,2018,97,0.9513,255.1235,98.6128,1446.7642,190.6371,700.1199,2840.8091,4696.2378,297.6478102,9953.014164,353.7363,9874.5681
2018-04-12,NHAF,2018,102,0.1599,250.7648,100.4867,1445.6041,189.7939,699.4124,2840.8037,4696.2056,287.584299,9828.364445,351.2515,9871.8197
2018-04-14,NHAF,2018,104,1.3174,249.0692,101.1757,1445.1821,189.5614,699.1453,2840.6472,4696.1934,289.488971,10808.45261,350.2449,9870.7294
2018-04-17,NHAF,2018,107,0.4519,246.4652,102.2568,1444.5734,189.2688,698.7514,2840.6333,4696.1753,286.7606326,9679.540814,348.722,9869.4022
2018-04-19,NHAF,2018,109,0.2214,244.6162,103.0812,1444.2211,189.1755,698.5031,2840.6238,4696.1641,284.5420698,9997.664194,347.6974,9868.6876
2018-04-22,NHAF,2018,112,0.0759,241.7494,104.3951,1443.7289,189.1068,698.1413,2840.6089,4696.1479,290.2979943,9387.083216,346.1445,9867.7338
2018-04-24,NHAF,2018,114,0.0372,239.7413,105.357,1443.4498,189.1465,697.9135,2840.5989,4696.1372,288.1309357,,345.0983,9867.2459
2018-04-27,NHAF,2018,117,0.0128,236.0811,107.4275,1443.1815,189.4619,697.6043,2840.584,4696.1235,220.9266587,,343.5086,9866.9552
2018-05-02,NHAF,2018,122,0.0021,57.5143,283.297,1443.1836,190.7245,697.1985,2840.5635,4696.104,265.5186296,,340.8113,9867.7741
2018-05-04,NHAF,2018,124,0.0011,57.0538,281.0215,1443.3109,191.4277,697.0728,2840.5569,4696.0981,129.9692168,,338.0753,9868.4664
2018-05-07,NHAF,2018,127,0.0004,56.2891,277.7229,1443.6105,192.6475,696.9119,2840.5486,4696.0903,264.8839361,,334.012,9869.8088
2018-05-09,NHAF,2018,129,0.0002,55.7394,275.5902,1443.8527,193.5197,696.8157,2840.5435,4696.085,255.0303738,,331.3296,9870.8166
2018-05-12,NHAF,2018,132,0.0001,54.8667,272.4775,1444.2651,194.8923,696.6836,2840.5366,4696.0781,182.4397468,,327.3442,9872.4557
2018-05-17,NHAF,2018,137,0,5.3729,26.7077,1444.6884,196.7049,696.4354,2840.5178,4699.9868,233.9483994,,32.0806,9878.3333
2018-05-22,NHAF,2018,142,0,5.1933,26.2457,1445.8536,199.8177,696.3279,2840.5061,4699.9795,222.1960513,,31.439,9882.4848
2018-05-24,NHAF,2018,144,0,5.1132,26.0722,1446.4108,201.218,696.3019,2840.5032,4699.9785,6.764368875,,31.1854,9884.4124
2018-05-27,NHAF,2018,147,0,4.9964,25.8118,1447.2332,203.289,696.2641,2840.4976,4699.9766,60.51981711,,30.8082,9887.2605
2018-06-01,NHAF,2018,152,0,4.8056,25.3782,1448.6385,206.7932,696.2119,2840.49,4699.9741,171.6608625,,30.1838,9892.1077
2018-06-03,NHAF,2018,154,0,4.729,25.2015,1449.2244,208.2432,696.1942,2840.4871,4699.9731,165.0514734,,29.9305,9894.122
2018-06-06,NHAF,2018,157,0,4.6164,24.9374,1450.1127,210.4324,696.171,2840.4824,4699.9707,165.6643693,,29.5538,9897.1692
2018-06-06,NHAF,2018,157,0,4.6164,24.9374,1450.1127,210.4324,696.171,2840.4824,4699.9707,176.2930246,,29.5538,9897.1692
2018-06-08,NHAF,2018,159,0,4.5426,24.7622,1450.7228,211.925,696.1583,2840.4797,4699.9688,77.84183137,,29.3048,9899.2546
2018-06-11,NHAF,2018,162,0,4.4341,24.5006,1451.6176,214.117,696.1409,2840.4753,4699.9648,89.39486428,,28.9347,9902.3156
2018-06-13,NHAF,2018,164,0,4.363,24.3271,1452.2135,215.5743,696.131,2840.4729,4699.9629,70.00362534,,28.6901,9904.3546
2018-06-16,NHAF,2018,167,0,4.2585,24.068,1453.1099,217.7601,696.1185,2840.469,4699.96,27.8892441,,28.3265,9907.4175
2018-06-18,NHAF,2018,169,0,4.1901,23.8961,1453.7034,219.2059,696.1118,2840.4666,4699.958,66.51631028,,28.0862,9909.4457
2018-06-21,NHAF,2018,172,0,4.0895,23.6396,1454.5931,221.3691,696.1037,2840.4626,4699.9551,94.36880248,,27.7291,9912.4836
2018-06-23,NHAF,2018,174,0,4.0237,23.4694,1455.1847,222.8053,696.0999,2840.46,4699.9531,94.36880248,,27.4931,9914.503
2018-06-26,NHAF,2018,177,0,3.927,23.2154,1456.0729,224.9564,696.0965,2840.4561,4699.9502,89.39486428,,27.1424,9917.5321
2018-06-28,NHAF,2018,179,0,3.8637,23.0469,1456.6697,226.3975,696.0957,2840.4534,4699.9482,32.37306386,,26.9106,9919.5645
2018-07-01,NHAF,2018,182,0,3.7717,22.7982,1457.5675,228.5582,696.0966,2840.4504,4699.9458,100.1299325,,26.5699,9922.6185
2018-07-03,NHAF,2018,184,0,3.7128,22.6369,1458.1553,229.9699,696.0983,2840.4482,4699.9448,89.39486428,,26.3497,9924.6165
2018-07-06,NHAF,2018,187,0,3.6261,22.3961,1459.0623,232.1398,696.1025,2840.4456,4699.9434,84.25228624,,26.0222,9927.6936
2018-07-08,NHAF,2018,189,0,3.5695,22.2364,1459.6818,233.6178,696.1066,2840.4441,4699.9419,0,,25.8059,9929.7922
2018-07-11,NHAF,2018,192,0,3.4862,21.9981,1460.6055,235.8181,696.1142,2840.4421,4699.9404,46.42862307,,25.4843,9932.9203
2018-07-13,NHAF,2018,194,0,3.4316,21.8401,1461.2083,237.2542,696.1207,2840.4407,4699.9395,77.84183137,,25.2717,9934.9634
2018-07-16,NHAF,2018,197,0,3.3515,21.6044,1462.0917,239.3588,696.1327,2840.438,4699.9375,101.0692019,,24.9559,9937.9587
2018-07-18,NHAF,2018,199,0,3.2984,21.4487,1462.7122,240.8298,696.1406,2840.4368,4699.9365,88.38020148,,24.7471,9940.0559
2018-07-21,NHAF,2018,202,0,3.2209,21.216,1463.6575,243.0666,696.154,2840.4346,4699.9351,64.146082,,24.4369,9943.2478
2018-07-23,NHAF,2018,204,0,3.1703,21.0616,1464.2813,244.5419,696.1641,2840.4331,4699.9341,89.39486428,,24.2319,9945.3545
2018-07-26,NHAF,2018,207,0,3.0959,20.8315,1465.1879,246.6852,696.1818,2840.4312,4699.9316,45.08024509,,23.9274,9948.4177
2018-07-28,NHAF,2018,209,0,3.0472,20.6789,1465.7764,248.0769,696.1954,2840.4299,4699.9307,54.27648637,,23.7261,9950.4093
2018-07-31,NHAF,2018,212,0,2.9757,20.4514,1466.647,250.133,696.2179,2840.4285,4699.9292,77.84183137,,23.4271,9953.3556
2018-08-05,NHAF,2018,217,0,2.86,20.0759,1468.1237,253.6107,696.258,2840.425,4699.9263,10.21205192,,22.9359,9958.3437
2018-08-07,NHAF,2018,219,0,2.8149,19.9271,1468.7239,255.0214,696.2748,2840.4241,4699.9248,97.27671627,,22.742,9960.369
2018-08-12,NHAF,2018,224,0,2.75,19.5136,1469.4001,256.6713,696.4572,2840.4131,4699.9141,78.92923046,,22.2636,9962.8558
2018-08-15,NHAF,2018,227,0,2.7472,19.2345,1469.5416,257.0599,696.6075,2840.4045,4699.9058,59.29153895,,21.9817,9963.5193
2018-08-17,NHAF,2018,229,0,2.7306,19.0653,1469.7682,257.6163,696.6833,2840.3999,4699.9009,61.73822947,,21.7959,9964.3686
2018-08-20,NHAF,2018,232,0,2.6968,18.8236,1470.2601,258.7921,696.7763,2840.3943,4699.895,0,,21.5204,9966.1178
2018-08-22,NHAF,2018,234,0,2.6898,18.6488,1470.4087,259.1631,696.8708,2840.3899,4699.8901,0,,21.3386,9966.7226
2018-08-25,NHAF,2018,237,0,2.6886,18.3806,1470.45,259.3,697.042,2840.3818,4699.8809,5.010690106,,21.0692,9967.0547
2018-08-27,NHAF,2018,239,0,2.6872,18.2046,1470.4796,259.3958,697.1553,2840.3762,4699.875,21.69689354,,20.8918,9967.2819
2018-08-30,NHAF,2018,242,0,2.6731,17.9556,1470.7152,259.9762,697.2941,2840.3689,4699.8677,66.51631028,,20.6287,9968.2221
2018-09-01,NHAF,2018,244,0,2.6414,17.8111,1471.1677,261.036,697.3389,2840.3662,4699.8647,47.76512092,,20.4525,9969.7735
2018-09-04,NHAF,2018,247,0,7.8136,17.6522,1471.9584,262.8478,697.3872,2840.364,4699.8623,113.6425573,,25.4658,9972.4197
2018-09-09,NHAF,2018,252,0,15.9702,17.6713,1473.2584,265.5951,697.4902,2840.3599,4699.8569,124.4525534,,33.6415,9976.5605
2018-09-11,NHAF,2018,254,0,16.6205,17.756,1473.8075,266.6903,697.5322,2840.3582,4699.855,121.2076912,,34.3765,9978.2432
2018-09-14,NHAF,2018,257,0,21.2958,17.9339,1474.6614,268.3454,697.5941,2840.3562,4699.853,116.2064188,,39.2297,9980.8101
2018-09-16,NHAF,2018,259,0,24.4319,18.1199,1475.2623,269.4275,697.6387,2840.3547,4699.8511,105.6802415,,42.5518,9982.5343
2018-09-19,NHAF,2018,262,0,29.6956,18.497,1476.2278,271.0368,697.7084,2840.353,4699.8477,86.33028482,,48.1926,9985.1737
2018-09-21,NHAF,2018,264,0,31.873,18.7718,1476.7415,271.6564,697.8041,2840.3518,4699.8433,10.21205192,,50.6448,9986.3971
2018-09-26,NHAF,2018,269,0,38.4558,19.2927,1477.4952,272.1329,698.1429,2840.3477,4699.8301,111.9089211,,57.7485,9987.9488
2018-09-29,NHAF,2018,272,0,43.367,20.0172,1478.5864,273.7214,698.2228,2840.3464,4699.8271,137.517616,,63.3842,9990.7041
2018-10-01,NHAF,2018,274,0,44.9931,20.5728,1479.3636,274.8715,698.2678,2840.3457,4699.8247,137.517616,,65.5659,9992.6733
2018-10-04,NHAF,2018,277,0,48.0913,21.126,1479.9873,275.3112,698.4717,2840.3455,4699.8174,139.7107847,,69.2173,9993.9331
2018-10-06,NHAF,2018,279,0,49.8814,20.9367,1479.5139,273.7152,698.7994,2840.3418,4699.8052,154.2344983,,70.8181,9992.1755
2018-10-09,NHAF,2018,282,0,54.8679,21.1407,1479.4332,272.9248,699.1168,2840.3208,4699.7925,160.0570626,,76.0086,9991.5881
2018-10-11,NHAF,2018,284,0,57.5771,21.5793,1479.7491,273.1678,699.2535,2840.3169,4699.7871,168.0914854,,79.1564,9992.2744
2018-10-16,NHAF,2018,289,0,64.6867,21.6705,1479.1099,270.4736,699.9219,2840.3093,4699.7607,168.0914854,,86.3572,9989.5754
2018-10-19,NHAF,2018,292,0,68.4248,21.4496,1478.3915,268.3322,700.3442,2840.2935,4699.7432,203.8545848,,89.8744,9987.1046
2018-10-24,NHAF,2018,297,0,76.4147,21.046,1477.2629,265.1373,700.9647,2840.2366,4699.7148,208.5367937,,97.4607,9983.3163
2018-10-26,NHAF,2018,299,0,79.8752,21.3852,1477.2347,264.8394,701.1207,2840.218,4699.7075,208.9971629,,101.2604,9983.1203
2018-10-29,NHAF,2018,302,0,81.7765,22.7716,1477.9623,265.9631,701.2319,2840.21,4699.7021,209.9137308,,104.5481,9985.0694
2018-11-05,NHAF,2018,309,0,83.069,25.9827,1479.6827,268.3852,701.5355,2840.2183,4699.689,228.3884018,,109.0517,9989.5107
2018-11-10,NHAF,2018,314,0,82.629,28.7598,1481.3679,271.0558,701.6655,2840.2217,4699.6831,229.1952735,,111.3888,9993.994
2018-11-13,NHAF,2018,317,0,82.4738,30.6344,1482.6703,273.1404,701.6979,2840.2224,4699.6821,226.3522434,,113.1082,9997.4131
2018-11-15,NHAF,2018,319,0,82.225,31.8312,1483.58,274.4619,701.731,2840.2253,4699.6812,219.2174404,,114.0562,9999.6794
2018-11-28,NHAF,2018,332,0,90.5515,36.831,1486.6947,276.4239,702.7017,2840.2622,4699.6465,257.0529574,,127.3825,10005.729
2018-11-30,NHAF,2018,334,0,89.7616,38.0086,1487.5238,277.5894,702.7643,2840.2654,4699.6436,249.8526861,,127.7702,10007.7865
2018-12-03,NHAF,2018,337,0,88.4465,39.7849,1488.6899,279.6121,702.8265,2840.2683,4699.6411,257.7212031,,128.2314,10011.0379
2018-12-08,NHAF,2018,342,0,87.3548,42.5956,1490.7787,282.9531,702.9504,2840.2761,4699.6377,184.0737826,,129.9504,10016.596
2018-12-15,NHAF,2018,349,0,95.3673,44.1098,1491.1088,281.4585,703.8005,2840.321,4699.6099,258.3865179,,139.4771,10016.2987
2018-12-18,NHAF,2018,352,0,95.0326,45.7757,1492.2633,283.0885,703.9171,2840.3276,4699.6064,216.6169506,,140.8083,10019.2029
2018-12-25,NHAF,2018,359,0,104.9001,47.5759,1492.8552,281.8647,704.7726,2840.3855,4699.5791,264.2465758,,152.476,10019.4571
2018-12-28,NHAF,2018,362,0,104.3161,49.3842,1494.2493,283.7796,704.9051,2840.3938,4699.5747,133.0337963,,153.7003,10022.9025
2018-12-30,NHAF,2018,364,0,103.3293,50.6549,1495.3396,285.3263,704.9745,2840.3982,4699.5723,197.5433072,,153.9842,10025.6109
2019-01-04,NHAF,2019,4,0,104.8205,52.0453,1495.9587,285.1409,705.5994,2840.4507,4699.5518,287.0356853,,156.8658,10026.7015
2019-01-09,NHAF,2019,9,0,110.7148,51.7108,1494.5913,280.8036,706.5875,2840.5015,4699.5181,287.0356853,,162.4256,10022.002
2019-01-12,NHAF,2019,12,0,111.8398,52.643,1494.8483,280.6264,706.9128,2840.5117,4699.5073,295.063565,,164.4828,10022.4065
2019-01-14,NHAF,2019,14,0,111.0027,53.8173,1496.045,282.3601,707.0161,2840.5156,4699.5039,281.4375768,,164.82,10025.4407
2019-01-22,NHAF,2019,22,0,115.3196,55.1312,1496.3551,280.1141,708.1891,2840.634,4699.4639,292.43453,,170.4508,10024.7562
2019-01-29,NHAF,2019,29,0,120.8391,55.1492,1494.8981,275.2662,709.3079,2840.7114,4699.4224,293.2280359,,175.9883,10019.606
2019-02-01,NHAF,2019,32,0,125.7586,54.4498,1493.6676,272.0481,709.8552,2840.7341,4699.3999,307.5658206,,180.2084,10015.7049
2019-02-06,NHAF,2019,37,0,133.7375,53.0569,1491.2736,266.1864,710.7506,2840.748,4699.3584,309.7107483,,186.7944,10008.317
2019-02-08,NHAF,2019,39,0,136.812,52.5212,1490.3647,263.9415,711.0607,2840.5906,4699.3418,301.6931573,,189.3332,10005.2993
2019-02-16,NHAF,2019,47,0,150.013,50.3845,1486.7863,255.1432,712.0802,2840.3916,4699.2749,285.3778379,,200.3975,9993.6762
2019-02-18,NHAF,2019,49,0.4087,151.9618,50.9366,1485.9237,253.0739,712.2751,2840.2361,4699.2593,289.488971,,202.8984,9990.7681
2019-02-23,NHAF,2019,54,0.0687,156.3814,52.5774,1483.9579,248.4279,712.6575,2840.3738,4699.2197,311.1240336,,208.9588,9984.6368
2019-02-26,NHAF,2019,57,0.0236,159.2369,53.5359,1482.7633,245.6476,712.8358,2840.4558,4699.1958,303.4296287,,212.7728,9980.8983
2019-02-28,NHAF,2019,59,0.0115,160.9551,54.396,1482.0907,244.0776,712.9265,2840.5071,4699.1807,276.8054146,,215.3511,9978.7826
2019-03-15,NHAF,2019,74,0.0001,167.4941,63.4438,1479.5165,237.7377,713.2581,2840.8164,4699.0952,307.085023,,230.9379,9970.4239
2019-03-18,NHAF,2019,77,0,169.2821,64.5627,1478.6466,235.7929,713.2791,2840.8857,4699.0742,312.0589612,,233.8448,9967.6785
2019-03-20,NHAF,2019,79,0,170.1373,65.5314,1478.1873,234.7559,713.2802,2840.9285,4699.0615,311.8257689,,235.6687,9966.2134
2019-03-25,NHAF,2019,84,0,171.1059,68.4617,1477.3586,232.8194,713.257,2841.0271,4699.0337,311.1240336,,239.5676,9963.4958
2019-03-28,NHAF,2019,87,0,171.741,69.4683,1476.5104,231.038,713.2201,2841.1025,4699.0142,267.7193743,,241.2093,9960.8852
2019-03-30,NHAF,2019,89,0,172.897,69.954,1475.8658,229.7478,713.1822,2841.1477,4699.001,310.1833079,,242.851,9958.9445
2019-04-04,NHAF,2019,94,0,172.9346,71.6372,1474.3666,226.9126,713.0468,2841.2629,4698.9673,143.2970398,9953.014164,244.5718,9954.5562
2019-04-07,NHAF,2019,97,0,171.1032,72.3897,1473.4022,225.2681,712.941,2841.3301,4698.9458,288.4035171,9828.364445,243.4929,9951.8872
2019-04-14,NHAF,2019,104,0,167.0534,73.883,1471.2977,222.0591,712.6494,2841.1416,4698.9019,300.9428267,10808.45261,240.9364,9946.0497
2019-04-17,NHAF,2019,107,0,165.2987,74.5264,1470.4147,220.8092,712.5046,2841.1948,4698.8838,292.6994934,9679.540814,239.8251,9943.8071
2019-04-19,NHAF,2019,109,0,164.0349,75.0437,1469.9128,220.1511,712.4091,2841.2268,4698.8726,256.7177274,9997.664194,239.0786,9942.5724
2019-04-24,NHAF,2019,114,0,160.8324,76.3544,1468.7339,218.666,712.1617,2841.3157,4698.8452,170.4803777,9387.083216,237.1868,9939.7225
2019-04-27,NHAF,2019,117,0.9483,159.1985,76.8405,1467.9714,217.6788,711.9988,2841.2166,4698.8291,226.3522434,,236.039,9937.6947
2019-04-29,NHAF,2019,119,0.4647,158.0771,77.1927,1467.5022,217.0993,711.8895,2841.2454,4698.8184,293.2280359,,235.2698,9936.5548
2019-05-02,NHAF,2019,122,0.1594,39.2236,194.9101,1466.8818,216.3867,711.7298,2841.2849,4698.8032,285.6554071,,234.1337,9935.0864
2019-05-04,NHAF,2019,124,0.0781,39.1424,193.1095,1466.504,215.982,711.6242,2841.3093,4698.7944,272.3304139,,232.2519,9934.2139
2019-05-07,NHAF,2019,127,0.0268,38.9566,190.5048,1466.0078,215.5164,711.4684,2841.3445,4698.7793,270.8089215,,229.4614,9933.1164
2019-05-09,NHAF,2019,129,0.0131,38.7858,188.8362,1465.7646,215.3721,711.3724,2841.3655,4698.771,265.5186296,,227.622,9932.6456
2019-05-12,NHAF,2019,132,0.0045,38.4677,186.4249,1465.5601,215.4498,711.2463,2841.3931,4698.7598,269.2720134,,224.8926,9932.4091
2019-05-14,NHAF,2019,134,0.0022,38.22,184.8722,1465.4993,215.6404,711.1713,2841.4092,4698.7539,254.690639,,223.0922,9932.4741
2019-05-17,NHAF,2019,137,0.0008,3.7741,18.2679,1465.5387,216.1748,711.072,2841.4272,4701.6289,244.8553369,,22.042,9935.8416
